Date,Open,High,Low,Close,Adj Close,Volume
2006-02-27,41.360001,42.009998,40.970001,41.450001,36.268051,445394500
2006-03-06,41.540001,41.630001,40.189999,40.560001,35.489319,533015600
2006-03-13,40.740002,41.919998,40.619999,41.450001,36.268051,451336700
2006-03-20,41.570000,42.009998,40.820000,41.299999,36.162151,466042600
2006-03-27,41.279999,42.299999,40.990002,41.930000,36.713779,472582500
2006-04-03,42.150002,43.049999,41.900002,42.320000,37.055267,470628600
2006-04-10,42.400002,42.500000,41.709999,42.099998,36.862648,272691900
2006-04-17,42.040001,42.820000,41.389999,42.000000,36.775066,519003300
2006-04-24,41.950001,42.490002,41.500000,41.849998,36.643730,501580900
2006-05-01,41.919998,42.209999,41.279999,42.160000,36.915173,422084200
2006-05-08,42.080002,42.279999,40.180000,40.189999,35.190262,480942600
2006-05-15,40.020000,40.340000,38.750000,39.349998,34.454742,802188300
2006-05-22,39.009998,39.580002,38.230000,39.490002,34.577316,761647800
2006-05-29,39.299999,40.000000,38.540001,39.639999,34.708656,490893900
2006-06-05,39.560001,39.560001,37.490002,38.150002,33.404018,785924700
2006-06-12,38.200001,38.790001,37.160000,38.340000,33.570389,875290300
2006-06-19,38.500000,38.990002,37.910000,38.150002,33.426506,593020600
2006-06-26,38.169998,39.139999,37.380001,38.770000,33.969749,549677900
2006-07-03,38.889999,39.000000,37.570000,37.689999,33.023464,294001000
